time,cloud_cover (%),temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),dew_point_2m (°C),apparent_temperature (°C),pressure_msl (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),weather_code (wmo code),vapour_pressure_deficit (kPa),is_day (),wet_bulb_temperature_2m (°C)
2024-02-07T19:00,100,14.4,75,0.1,10.1,13.1,1016.6,9.2,138,19.4,51,0.41,0,11.7
2024-02-07T20:00,100,14.1,76,0.1,9.8,12.7,1016.5,9.4,148,18,51,0.39,0,11.4
2024-02-07T21:00,100,13.6,78,0.2,9.7,12.1,1016.4,9.5,155,18,51,0.35,0,11.1
2024-02-07T22:00,100,13.2,78,0.1,9.5,11.8,1016.6,9.2,154,18,51,0.33,0,10.8
2024-02-07T23:00,100,12.9,78,0.1,9.2,11.5,1017.6,8.6,158,17.6,51,0.33,0,10.5
2024-02-08T00:00,100,12.8,77,0.1,8.9,11.2,1018.7,8.8,161,16.6,51,0.34,1,10.3
2024-02-08T01:00,100,13.5,76,0,9.4,12.3,1019.5,7.6,155,16.2,3,0.37,1,10.9
2024-02-08T02:00,100,13.6,75,0.1,9.3,12.3,1020.3,7.7,152,16.9,51,0.39,1,10.9
2024-02-08T03:00,100,14,74,0,9.4,13,1020.5,6,155,16.9,3,0.42,1,11.1
2024-02-08T04:00,100,14.5,73,0,9.8,13.8,1020.1,4.6,162,14.8,3,0.44,1,11.6
2024-02-08T05:00,100,15.1,71,0,9.8,14.4,1019.4,4.3,156,13.7,3,0.5,1,11.8
2024-02-08T06:00,100,15.4,69,0,9.7,14.7,1018.2,4.8,132,14,3,0.55,1,11.9
2024-02-08T07:00,100,15.6,67,0,9.5,14.5,1017,6.5,124,15.8,3,0.58,1,11.8
2024-02-08T08:00,100,15.6,64,0,8.7,13.9,1016.3,9.5,127,20.2,3,0.65,1,11.4
2024-02-08T09:00,100,15,63,0,7.9,12.6,1016.1,12.6,127,24.5,3,0.64,1,10.8
2024-02-08T10:00,100,14.6,63,0,7.7,12.3,1016.7,11.7,133,24.8,3,0.61,1,10.5
2024-02-08T11:00,100,14.5,63,0,7.6,12.5,1017.8,9.4,140,22.3,3,0.6,0,10.4
2024-02-08T12:00,100,14.8,63,0,7.8,13.1,1018.6,7.7,143,17.6,3,0.62,0,10.6
2024-02-08T13:00,100,14.4,63,0,7.4,12.6,1019.7,7.6,121,15.1,3,0.61,0,10.3
2024-02-08T14:00,100,14.2,64,0,7.4,12.4,1020.8,8.2,128,15.5,3,0.59,0,10.2
2024-02-08T15:00,100,13.9,65,0,7.3,12.1,1021.4,7.4,133,15.1,3,0.56,0,10
2024-02-08T16:00,100,13.6,65,0,7.2,12,1021.9,6.5,146,14,3,0.55,0,9.8
2024-02-08T17:00,100,13.5,65,0,7.1,12.1,1022.2,4.5,151,12.6,3,0.54,0,9.7
2024-02-08T18:00,100,13.5,66,0,7.2,12.5,1022.2,1.8,143,9,3,0.53,0,9.8
2024-02-08T19:00,100,13.3,69,0,7.7,12.5,1022,1.1,342,4.3,3,0.47,0,9.9
2024-02-08T20:00,100,13.1,71,0,8.1,12.3,1022.1,2,315,4.7,3,0.43,0,10
2024-02-08T21:00,100,12.9,72,0.1,8.1,12.3,1022.3,0.8,297,4.7,51,0.41,0,9.9
2024-02-08T22:00,100,12.7,74,0.1,8.3,12.2,1022.8,0.7,90,3.2,51,0.38,0,10
2024-02-08T23:00,100,12.6,76,0.1,8.4,12,1023.8,0.8,153,3.6,51,0.36,0,10
2024-02-09T00:00,100,12.5,77,0,8.6,12,1024.9,1.1,180,4,3,0.33,1,10.1
2024-02-09T01:00,100,13.1,79,0,9.5,12.6,1026,2.6,56,8.6,3,0.32,1,10.8
2024-02-09T02:00,100,13.6,77,0,9.6,13.4,1027.2,0.8,63,8.3,3,0.37,1,11
2024-02-09T03:00,100,14.3,72,0,9.2,13.9,1027.5,1.1,270,8.3,3,0.46,1,11.1
2024-02-09T04:00,100,14.9,64,0,8.2,14.3,1027.1,1.1,270,9,3,0.61,1,10.9
2024-02-09T05:00,100,15.4,61,0,7.8,14.5,1026.3,1.9,292,9.7,3,0.69,1,10.9
2024-02-09T06:00,100,16.3,56,0,7.4,15.1,1025,3.6,323,13,3,0.82,1,11.2
2024-02-09T07:00,100,17.1,52,0,7.3,15.9,1023.8,4,360,13,3,0.93,1,11.5
2024-02-09T08:00,99,18.1,50,0,7.5,16.6,1022.8,6.4,47,15.8,3,1.05,1,12.1
2024-02-09T09:00,85,17.8,51,0,7.6,16.3,1022.5,6,303,15.5,3,0.99,1,12
2024-02-09T10:00,99,16.1,63,0,9.1,13.7,1023.2,14.5,300,27,3,0.67,1,11.9
2024-02-09T11:00,100,15.4,66,0,9,14,1023.9,7.6,301,26.3,3,0.6,0,11.5
2024-02-09T12:00,100,15.3,67,0,9.2,14.3,1024.9,5.4,323,12.6,3,0.57,0,11.6
2024-02-09T13:00,100,15.2,70,0,9.8,14.3,1026.5,6.1,332,13.3,3,0.52,0,11.8
2024-02-09T14:00,100,15.1,73,0,10.2,14.6,1027.3,3.9,338,11.2,3,0.47,0,12
2024-02-09T15:00,100,15.1,76,0,10.9,15.2,1027.6,1.6,297,6.5,3,0.41,0,12.4
2024-02-09T16:00,100,15.1,74,0,10.6,15,1027.7,1.8,281,3.6,3,0.44,0,12.2
2024-02-09T17:00,100,15.1,74,0,10.5,14.9,1027.6,2.2,261,4.3,3,0.45,0,12.1
2024-02-09T18:00,100,15,73,0,10.3,14.5,1027.2,4.3,270,7.9,3,0.46,0,12
2024-02-09T19:00,100,14.7,76,0,10.5,14.2,1026.7,4.7,270,8.6,3,0.4,0,12
2024-02-09T20:00,100,14.5,78,0,10.6,14.2,1026.3,3.3,257,8.3,3,0.37,0,12
2024-02-09T21:00,100,14.3,80,0,10.8,14.2,1026,2.2,270,6.5,3,0.33,0,12
2024-02-09T22:00,100,14.2,82,0,11.2,14.3,1026.4,2.2,279,5,3,0.29,0,12.2
2024-02-09T23:00,98,14.6,78,0,10.8,14.8,1027.3,0.4,180,3.6,3,0.37,0,12.1
2024-02-10T00:00,95,14.8,79,0,11.1,15.1,1028.2,0,270,1.1,3,0.36,1,12.4
2024-02-10T01:00,99,15.4,83,0,12.6,16,1029.3,1.6,297,6.5,3,0.29,1,13.5
2024-02-10T02:00,100,15.9,82,0,12.8,16.5,1030.2,1.8,349,8.3,3,0.33,1,13.8
2024-02-10T03:00,100,16.8,76,0,12.6,17.5,1030.2,1,315,9.4,3,0.46,1,14
2024-02-10T04:00,98,17.3,70,0,11.8,17.5,1029.5,2.1,301,10.1,3,0.59,1,13.8
2024-02-10T05:00,91,17.7,65,0,11.1,17.5,1028.8,4.2,301,13.3,3,0.71,1,13.6
2024-02-10T06:00,100,18.5,59,0,10.4,18,1027.6,4.8,297,14.8,3,0.87,1,13.6
2024-02-10T07:00,99,18.5,58,0,10.1,17.5,1026.4,6.8,302,15.1,3,0.89,1,13.4
2024-02-10T08:00,57,18.6,57,0,9.9,17.5,1025.4,7.1,311,16.2,2,0.92,1,13.4
2024-02-10T09:00,44,19,55,0,9.7,17.7,1025.2,8.4,313,18,1,1,1,13.5
2024-02-10T10:00,90,18.3,60,0,10.3,17.6,1025.4,5.3,298,18,3,0.85,1,13.4
2024-02-10T11:00,100,16.7,70,0,11.2,16.2,1025.9,6.1,270,9,3,0.57,0,13.2
2024-02-10T12:00,100,17.2,67,0,11.1,16.9,1026.8,4.5,299,7.6,3,0.64,0,13.4
2024-02-10T13:00,100,17.5,63,0,10.3,16.2,1027.7,9.7,315,18,3,0.75,0,13.1
2024-02-10T14:00,100,17.3,63,0,10.3,16.3,1028.5,7.9,313,16.9,3,0.73,0,13
2024-02-10T15:00,100,16.8,67,0,10.7,16.4,1028.5,4.4,279,13.3,3,0.63,0,13
2024-02-10T16:00,96,16.5,71,0,11.1,16.1,1028.4,4.7,261,7.9,3,0.55,0,13.1
2024-02-10T17:00,21,15.7,76,0,11.5,15.5,1028,4.8,283,8.3,1,0.42,0,13
2024-02-10T18:00,2,14.1,86,0,11.7,13.8,1027.4,5.3,298,9,0,0.23,0,12.5
2024-02-10T19:00,6,13.4,89,0,11.6,13.1,1026.8,5.6,310,9,0,0.17,0,12.1
2024-02-10T20:00,8,12.8,91,0,11.3,12.3,1026.3,5.9,308,9,0,0.13,0,11.8
2024-02-10T21:00,9,12.5,92,0,11.3,12,1025.9,6.4,313,9,0,0.11,0,11.6
2024-02-10T22:00,5,11.9,94,0,10.9,11.1,1026.1,7.4,309,10.1,0,0.08,0,11.2
2024-02-10T23:00,7,12.1,93,0,11,11.6,1026.7,6,295,9,0,0.1,0,11.3
2024-02-11T00:00,1,12.1,95,0,11.4,12,1027.5,4.1,285,9,0,0.07,1,11.6
2024-02-11T01:00,9,14.7,86,0,12.4,14.5,1029.6,6.7,306,14.8,0,0.24,1,13.1
2024-02-11T02:00,2,16.5,77,0,12.5,16.4,1030.2,5.8,300,15.8,0,0.42,1,13.9
2024-02-11T03:00,11,18.4,67,0,12.1,18.5,1030.1,4.3,294,15.8,0,0.71,1,14.4
2024-02-11T04:00,0,19.9,55,0,10.5,20.1,1029.4,2.8,310,15.1,0,1.06,1,14.3
2024-02-11T05:00,4,20.8,47,0,9.2,21.3,1028.3,2.4,333,14,0,1.29,1,14
2024-02-11T06:00,66,21.5,46,0,9.3,22.7,1026.7,1.1,342,13.7,2,1.39,1,14.4
2024-02-11T07:00,72,21.9,46,0,9.6,22.9,1025.2,0.7,270,12.2,2,1.43,1,14.7
2024-02-11T08:00,40,21.9,46,0,9.8,22.1,1024.3,0.7,180,11.2,1,1.42,1,14.8
2024-02-11T09:00,11,21.8,46,0,9.6,21.3,1023.8,2.4,153,10.1,0,1.41,1,14.7
2024-02-11T10:00,1,21,56,0,12,21.3,1023.8,2.6,146,9.4,0,1.09,1,15.5
2024-02-11T11:00,3,18.2,63,0,11,17.4,1024,7.8,146,10.4,0,0.78,0,13.7
2024-02-11T12:00,2,17.6,64,0,10.8,16.7,1024.5,7.9,137,10.4,0,0.72,0,13.4
2024-02-11T13:00,2,17.4,66,0,11.1,16.5,1025.8,8.6,158,11.9,0,0.67,0,13.5
2024-02-11T14:00,1,17,70,0,11.4,16.5,1026,6.7,106,10.4,0,0.59,0,13.5
2024-02-11T15:00,1,16.2,76,0,12,15.8,1026,6.8,93,9.4,0,0.43,0,13.5
2024-02-11T16:00,0,14.8,84,0,12.1,14.4,1025.5,7.2,117,11.5,0,0.27,0,13
2024-02-11T17:00,0,14.8,80,0,11.4,14.2,1025,6.8,108,11.5,0,0.33,0,12.6
2024-02-11T18:00,0,14,82,0,11,13.5,1024.3,6.2,100,11.5,0,0.29,0,12
2024-02-11T19:00,0,13.5,83,0,10.7,12.8,1023.4,6.5,87,10.8,0,0.26,0,11.7
2024-02-11T20:00,0,13.1,83,0,10.3,12.3,1022.9,6.2,100,10.4,0,0.25,0,11.3
2024-02-11T21:00,0,12.4,87,0,10.3,11.6,1022.4,6.7,106,10.1,0,0.19,0,11
2024-02-11T22:00,0,11.9,91,0,10.4,10.9,1022.5,7.6,115,10.1,0,0.13,0,10.9
2024-02-11T23:00,0,11.5,93,0,10.4,10.5,1023.1,8,126,10.4,0,0.1,0,10.7
2024-02-12T00:00,0,12.5,92,0,11.2,12,1023.8,6,147,10.8,0,0.12,1,11.6
2024-02-12T01:00,0,14.8,86,0,12.4,15.3,1026,1.5,256,7.6,0,0.24,1,13.1
2024-02-12T02:00,0,17,72,0,11.9,17.3,1026.5,1.6,243,10.4,0,0.54,1,13.7
2024-02-12T03:00,0,19.1,60,0,11.1,19,1026.3,2.6,146,12.2,0,0.89,1,14.2
2024-02-12T04:00,0,20.8,51,0,10.3,20.8,1025.1,5.9,133,18,0,1.2,1,14.5
2024-02-12T05:00,0,21.9,48,0,10.4,22.2,1023.9,7.9,133,20.5,0,1.37,1,15.1
2024-02-12T06:00,0,22.7,47,0,10.9,22.9,1022,9.6,124,23,0,1.46,1,15.6
2024-02-12T07:00,0,23.3,48,0,11.6,23.3,1020.5,10.2,122,23.4,0,1.49,1,16.2
2024-02-12T08:00,0,23.5,49,0,12.3,22.6,1019.3,12.5,123,25.2,0,1.46,1,16.6
2024-02-12T09:00,0,23.3,51,0,12.5,22.4,1018.8,11.8,121,26.6,0,1.42,1,16.6
2024-02-12T10:00,0,21.8,60,0,13.6,21.6,1018.7,9.3,106,22.3,0,1.05,1,16.6
2024-02-12T11:00,0,19.4,69,0,13.5,19.4,1019.2,7.9,74,16.9,0,0.7,0,15.6
2024-02-12T12:00,7,19.1,71,0,13.7,18.1,1020,15.3,117,23.4,0,0.64,0,15.6
2024-02-12T13:00,12,19.7,71,0,14.3,18.7,1020.9,17.1,136,30.6,0,0.67,0,16.2
2024-02-12T14:00,41,18.9,75,0,14.4,18.1,1021.4,15.8,137,29.2,1,0.54,0,15.9
2024-02-12T15:00,6,18.2,79,0,14.5,17.8,1021.9,12.8,130,27.4,0,0.43,0,15.7
2024-02-12T16:00,70,17.5,84,0,14.7,17.3,1021.7,11.7,124,22,2,0.33,0,15.5
2024-02-12T17:00,90,16.9,87,0,14.7,16.7,1021,12,111,20.2,3,0.25,0,15.4
2024-02-12T18:00,95,16.4,90,0,14.8,16.3,1020.5,12.1,107,21.6,3,0.19,0,15.3
2024-02-12T19:00,100,16,93,0,14.8,15.9,1019.9,11.4,103,20.9,3,0.13,0,15.1
2024-02-12T20:00,100,15.7,95,0,14.9,15.7,1019.2,11.3,107,19.4,3,0.08,0,15.1
2024-02-12T21:00,100,15.6,96,0,15,15.7,1018.7,10.5,112,19.8,3,0.07,0,15.1
2024-02-12T22:00,99,15.4,97,0,14.9,15.9,1018.9,8,117,18,3,0.05,0,15
2024-02-12T23:00,100,15.7,97,0,15.2,16.3,1019.7,7.9,120,14.4,3,0.06,0,15.3
2024-02-13T00:00,100,16.1,95,0,15.3,16.7,1020.4,8.4,121,14.8,3,0.09,1,15.5
2024-02-13T01:00,100,16.6,91,0,15.2,17,1022.3,9.4,133,19.8,3,0.16,1,15.6
2024-02-13T02:00,100,17.4,87,0.1,15.3,17.9,1022.8,9,143,19.8,51,0.25,1,15.9
2024-02-13T03:00,100,19.1,79,0.1,15.4,20.1,1022.9,5.6,153,20.2,51,0.46,1,16.6
2024-02-13T04:00,100,20.6,73,0,15.5,21.9,1021.9,4.5,151,16.2,3,0.67,1,17.2
2024-02-13T05:00,100,21.8,67,0,15.5,22.4,1020.7,8.6,178,21.2,3,0.86,1,17.6
2024-02-13T06:00,100,22.3,65,0,15.3,23.1,1018.9,6.5,177,21.2,3,0.95,1,17.7
2024-02-13T07:00,95,23.5,61,0,15.6,24.5,1017.5,6.1,50,16.9,3,1.12,1,18.3
2024-02-13T08:00,97,23.5,63,0,16,23.4,1016.2,14.6,50,29.2,3,1.08,1,18.5
2024-02-13T09:00,99,24.7,60,0,16.4,25,1015.4,13,95,28.4,3,1.24,1,19.2
2024-02-13T10:00,98,24.4,60,0,16.3,23.9,1015.5,18.7,124,31.3,3,1.21,1,19.1
2024-02-13T11:00,100,23.1,64,0,16,22.2,1016.1,20.7,131,36.4,3,1.01,0,18.4
2024-02-13T12:00,100,22.1,70,0,16.4,21.7,1017,17.8,135,35.3,3,0.79,0,18.2
2024-02-13T13:00,94,22,73,0,16.9,21.9,1017.9,17.1,134,31.3,3,0.72,0,18.5
2024-02-13T14:00,93,20.8,80,0,17.1,21,1018.7,16,126,29.2,3,0.5,0,18.2
2024-02-13T15:00,100,20,84,0,17.3,20.3,1018.9,15.5,121,27.7,3,0.36,0,18.1
2024-02-13T16:00,100,19,90,0,17.3,19.6,1019.1,14,116,27,3,0.22,0,17.8
2024-02-13T17:00,96,18.6,93,0,17.4,19.2,1018.8,14.2,117,25.2,3,0.15,0,17.7
2024-02-13T18:00,100,18.1,96,0,17.5,19.1,1018.2,11.9,115,24.5,3,0.08,0,17.7
2024-02-13T19:00,100,18.9,92,0,17.6,19.9,1017.5,11.6,116,21.2,3,0.16,0,18
2024-02-13T20:00,100,19.2,91,0,17.8,20.4,1016.9,11.4,114,19.8,3,0.19,0,18.2
2024-02-13T21:00,100,19.2,92,0,17.9,20.5,1016.3,11.1,115,20.2,3,0.18,0,18.2
2024-02-13T22:00,100,19.3,92,0,18,20.8,1016.5,9.8,114,19.4,3,0.18,0,18.4
2024-02-13T23:00,100,19.3,93,0,18.2,20.9,1017.2,9.2,111,17.3,3,0.15,0,18.5
2024-02-14T00:00,100,19.3,94,0,18.3,20.7,1017.8,11.3,117,19.1,3,0.14,1,18.5
2024-02-14T01:00,100,19.9,91,0,18.5,21.3,1019.2,12,129,22.3,3,0.2,1,18.9
2024-02-14T02:00,99,21,85,0,18.3,22.2,1019.6,12.3,130,24.1,3,0.38,1,19.1
2024-02-14T03:00,100,22.8,73,0.1,17.8,23.8,1019.4,12.5,141,26.3,51,0.74,1,19.3
2024-02-14T04:00,100,23.4,71,0.1,17.7,24.1,1018.5,14,151,28.1,51,0.85,1,19.5
2024-02-14T05:00,100,24.2,67,0,17.6,25.1,1017.2,12.6,156,28.4,3,1,1,19.7
2024-02-14T06:00,100,24.7,66,0,18,25.6,1015.5,13.7,135,27,3,1.05,1,20.1
2024-02-14T07:00,99,25.4,63,0,17.8,26,1014.1,15.9,123,30.2,3,1.21,1,20.3
2024-02-14T08:00,100,26,60,0,17.6,26,1013.1,19.2,130,35.3,3,1.35,1,20.4
2024-02-14T09:00,100,25.4,62,0,17.6,25.2,1012.9,20,124,37.8,3,1.22,1,20.2
2024-02-14T10:00,95,24.6,66,0,17.8,24.8,1013.1,18.3,122,35.6,3,1.06,1,20
2024-02-14T11:00,95,23.2,70,0,17.4,23.4,1013.8,17,126,32,3,0.86,0,19.3
2024-02-14T12:00,98,22.5,72,0,17.2,22.9,1014.8,15.1,130,28.8,3,0.76,0,18.9
2024-02-14T13:00,100,21.7,76,0,17.2,22.2,1015.9,14.2,126,27,3,0.63,0,18.6
2024-02-14T14:00,97,20.8,80,0,17.3,21.3,1016.5,14.9,122,24.8,3,0.48,0,18.4
2024-02-14T15:00,99,20.1,86,0,17.7,20.6,1016.6,15.8,120,27,3,0.33,0,18.4
2024-02-14T16:00,98,19.8,90,0,18.1,20.7,1016.7,14.7,115,27,3,0.23,0,18.6
2024-02-14T17:00,100,19.6,92,0,18.2,20.5,1016.5,14.1,109,25.6,3,0.18,0,18.6
2024-02-14T18:00,100,19.4,93,0,18.2,20.5,1016.3,13,109,24.1,3,0.16,0,18.5
2024-02-14T19:00,100,19.5,92,0,18.2,20.7,1015.8,12.6,110,22.7,3,0.18,0,18.5
2024-02-14T20:00,100,19.6,91,0,18.1,20.9,1015.5,11.5,110,21.6,3,0.2,0,18.5
2024-02-14T21:00,100,19.6,91,0,18.1,21.1,1015.5,10.6,108,19.8,3,0.2,0,18.5
2024-02-14T22:00,100,19.7,91,0,18.1,21.3,1016.3,9.1,97,18.4,3,0.21,0,18.6
2024-02-14T23:00,100,19.7,91,0,18.1,21.2,1017.1,10.2,100,18,3,0.21,0,18.6
2024-02-15T00:00,100,19.7,91,0,18.1,21.2,1018.2,10.2,98,18.4,3,0.21,1,18.6
2024-02-15T01:00,100,20.5,91,0.1,19,22.3,1019.4,10.9,117,19.4,51,0.22,1,19.4
2024-02-15T02:00,100,20.9,88,0.1,18.9,22.8,1020.3,10.3,115,20.5,51,0.29,1,19.5
2024-02-15T03:00,100,21.6,85,0.2,18.9,23.4,1020.7,10.2,108,19.8,51,0.39,1,19.7
2024-02-15T04:00,100,22,83,0.1,19,23.9,1020.6,10.4,104,20.9,51,0.45,1,19.9
2024-02-15T05:00,100,23.1,77,0,18.7,24.9,1019.7,10.1,107,22,3,0.66,1,20
2024-02-15T06:00,100,24.4,70,0,18.6,26.4,1018.6,7.8,112,22,3,0.91,1,20.4
2024-02-15T07:00,97,25.3,66,0,18.5,27.3,1017.6,7.7,127,18.7,3,1.09,1,20.7
2024-02-15T08:00,99,26.2,63,0,18.5,28.3,1016.9,7.2,117,18.7,3,1.27,1,21
2024-02-15T09:00,98,26.1,62,0,18.2,27.7,1016.8,9.7,112,19.1,3,1.29,1,20.7
2024-02-15T10:00,92,25,68,0,18.7,26.9,1017,9.2,129,19.1,3,1,1,20.7
2024-02-15T11:00,91,23,77,0,18.8,25.3,1017.8,6.3,156,16.2,3,0.64,0,20
2024-02-15T12:00,87,21.9,83,0,18.8,24.4,1018.6,5.6,140,9.7,3,0.45,0,19.7
2024-02-15T13:00,83,20.7,90,0,19,23.3,1019.5,5.6,140,8.6,3,0.25,0,19.5
2024-02-15T14:00,93,19.8,94,0,18.8,22.1,1020.2,6.6,119,8.6,3,0.15,0,19.1
2024-02-15T15:00,58,20.1,93,0,18.9,22.6,1020.3,5.6,105,8.6,2,0.18,0,19.2
2024-02-15T16:00,98,20.1,92,0,18.7,21.9,1020.2,9.7,117,15.8,3,0.19,0,19.1
2024-02-15T17:00,100,19.8,93,0,18.6,21.7,1019.9,9.3,118,16.9,3,0.17,0,19
2024-02-15T18:00,100,20,92,0,18.6,21.7,1019.8,10.3,119,17.3,3,0.19,0,19
2024-02-15T19:00,100,19.5,93,0.2,18.4,20.9,1019.1,12,123,19.8,51,0.16,0,18.7
2024-02-15T20:00,100,19.6,93,0.8,18.4,20.6,1019,14.5,113,24.1,53,0.16,0,18.7
2024-02-15T21:00,100,19.4,87,1,17.1,19.5,1018.7,16.4,99,28.4,55,0.3,0,17.7
2024-02-15T22:00,100,18.3,86,0.3,15.8,18.7,1019.1,11.2,111,28.8,51,0.3,0,16.6
2024-02-15T23:00,100,18.1,81,0.4,14.8,18.2,1019.8,10,128,19.4,51,0.39,0,15.8
2024-02-16T00:00,98,18.1,78,0,14.2,18.4,1020.5,7.8,124,16.6,3,0.46,1,15.5
2024-02-16T01:00,100,19.3,84,0,16.6,20.1,1020.9,10.5,142,19.8,3,0.36,1,17.4
2024-02-16T02:00,100,19.5,82,0.1,16.4,20.5,1021.8,8.9,133,20.2,51,0.41,1,17.3
2024-02-16T03:00,100,20.5,76,0,16.1,21.9,1021.8,5,111,17.6,3,0.58,1,17.5
2024-02-16T04:00,100,20.6,75,0.1,16.1,22.2,1021.3,4.1,105,13,51,0.6,1,17.6
2024-02-16T05:00,100,20.8,73,0.1,15.7,22.1,1020.2,5,111,13,51,0.67,1,17.4
2024-02-16T06:00,100,21,71,0,15.5,22,1018.7,6.2,100,14,3,0.73,1,17.3
2024-02-16T07:00,100,22.3,68,0,16,23.2,1017.1,8.1,122,16.9,3,0.87,1,18.1
2024-02-16T08:00,100,23,68,0,16.8,23.5,1016.1,12.5,134,24.1,3,0.9,1,18.8
2024-02-16T09:00,100,23.1,68,0,16.9,24,1015.7,10.6,125,24.5,3,0.9,1,18.9
2024-02-16T10:00,100,22.9,71,0,17.4,24.4,1015.5,7.6,98,19.4,3,0.8,1,19.2
2024-02-16T11:00,100,22.3,74,0,17.4,23.9,1015.5,7.4,104,13.3,3,0.71,0,18.9
2024-02-16T12:00,100,22.4,70,0,16.6,23.1,1016,11.5,131,18.7,3,0.82,0,18.5
2024-02-16T13:00,100,21.9,74,0,17.1,22.9,1016.4,10.7,123,17.3,3,0.68,0,18.6
2024-02-16T14:00,74,21.4,72,0,16.2,21.3,1016.8,15.3,124,25.9,2,0.71,0,17.9
2024-02-16T15:00,3,20.1,76,0,15.7,20,1016.8,14.2,120,26.3,0,0.57,0,17.1
2024-02-16T16:00,6,18.8,82,0,15.6,19,1016.6,12.3,111,24.5,0,0.4,0,16.6
2024-02-16T17:00,6,18.1,85,0,15.5,18.3,1016.3,11.3,99,20.9,0,0.32,0,16.3
2024-02-16T18:00,8,17.5,87,0,15.3,17.6,1015.5,12.1,102,20.9,0,0.26,0,16
2024-02-16T19:00,13,17.1,89,0,15.3,17.3,1014.8,11.5,104,20.5,0,0.21,0,15.9
2024-02-16T20:00,19,16.8,91,0,15.4,17.1,1014.2,10.5,106,19.8,0,0.17,0,15.8
2024-02-16T21:00,24,16.6,93,0,15.5,17.2,1013.8,9,106,18,1,0.13,0,15.8
2024-02-16T22:00,60,16.4,95,0,15.6,17,1013.7,9,106,15.8,2,0.09,0,15.8
2024-02-16T23:00,100,16.7,94,0,15.8,17.5,1014.1,8.3,108,17.6,3,0.11,0,16.1
2024-02-17T00:00,100,17.3,93,0,16.1,18,1014.6,9.7,112,18.4,3,0.14,1,16.4
2024-02-17T01:00,100,17.9,92,0,16.6,18.6,1015.4,11.1,115,22.7,3,0.16,1,17
2024-02-17T02:00,100,18.7,90,0,16.9,19.5,1016,11.4,114,22.3,3,0.22,1,17.4
2024-02-17T03:00,100,19.7,86,0,17.2,20.9,1015.9,9.6,110,22.3,3,0.33,1,18
2024-02-17T04:00,100,21,81,0,17.5,22.6,1015.2,7.4,113,19.8,3,0.48,1,18.6
2024-02-17T05:00,100,22.3,75,0,17.6,23.8,1013.6,8.7,132,19.4,3,0.67,1,19.1
2024-02-17T06:00,100,23.4,71,0.1,17.8,24.9,1012,9.2,138,21.6,51,0.83,1,19.6
2024-02-17T07:00,90,24.5,66,0,17.7,25.5,1010.2,12.4,120,24.8,3,1.06,1,19.9
2024-02-17T08:00,96,25.7,62,0,18,26.6,1009.2,14.2,126,27.7,3,1.25,1,20.5
2024-02-17T09:00,59,25.5,64,0,18.2,26,1009,17.3,126,31.3,2,1.17,1,20.5
2024-02-17T10:00,41,25.3,65,0,18.3,25.9,1008.9,17.1,131,32,1,1.12,1,20.6
2024-02-17T11:00,54,23.7,71,0,18.2,23.8,1009.7,20,129,34.9,2,0.85,0,19.9
2024-02-17T12:00,93,22.6,74,0,17.7,22.4,1010.3,20.9,134,35.6,3,0.72,0,19.2
2024-02-17T13:00,90,21.7,77,0,17.6,21.8,1011.9,18.4,132,32,3,0.59,0,18.8
2024-02-17T14:00,100,21.3,81,0,17.9,21.5,1012.7,18.6,131,33.1,3,0.49,0,18.9
2024-02-17T15:00,59,21,85,0,18.3,21.2,1012.4,19.7,128,34.2,2,0.38,0,19.1
2024-02-17T16:00,74,20.5,88,0,18.5,20.8,1011.9,19.7,125,34.9,2,0.28,0,19
2024-02-17T17:00,67,20,91,0,18.6,20.9,1011.5,15.9,118,34.2,2,0.2,0,19
2024-02-17T18:00,71,19.9,93,0,18.6,20.8,1011.2,15.6,116,27.4,2,0.17,0,19
2024-02-17T19:00,98,19.6,94,0,18.6,20.7,1010.3,14,116,27,3,0.13,0,18.9
2024-02-17T20:00,99,19.5,95,0,18.7,20.9,1009.9,12.8,112,24.8,3,0.12,0,18.9
2024-02-17T21:00,100,19.5,95,0,18.7,21,1009.6,12.1,113,22.3,3,0.12,0,18.9
2024-02-17T22:00,100,19.8,94,0,18.7,21.5,1010,10.4,110,20.9,3,0.15,0,19
2024-02-17T23:00,100,20,93,0,18.8,22,1010.6,9.4,108,18.4,3,0.17,0,19.2
2024-02-18T00:00,100,20.3,92,0,18.9,22.3,1011.4,9.4,113,17.3,3,0.19,1,19.3
2024-02-18T01:00,100,21.4,88,0,19.3,23.5,1013.2,9.9,134,18.7,3,0.31,1,19.9
2024-02-18T02:00,100,22.4,82,0,19.1,24.5,1013.6,9.4,133,20.2,3,0.5,1,20.1
2024-02-18T03:00,100,23.7,77,0,19.3,25.8,1013.3,9.4,137,20.5,3,0.68,1,20.6
2024-02-18T04:00,100,24.7,73,0,19.4,27,1012.5,8.9,133,20.9,3,0.85,1,21
2024-02-18T05:00,100,26.7,64,0,19.3,29.1,1010.9,9.2,129,22,3,1.27,1,21.7
2024-02-18T06:00,99,27.3,65,0,20.1,30.7,1009.5,8.7,107,22,3,1.29,1,22.3
2024-02-18T07:00,69,27.7,65,0,20.4,30.7,1007.9,9.9,100,22.3,2,1.32,1,22.7
